Web_Based_Framework,Company,Location,Min_Work_Exp,Javascript,Python,OOP,C_programming,Front_end,DB,Eligibilty,Max_Salary
Spring ,Cognizant,Bangalore,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Graduate,
Spring ,Cognizant,Chennai,4,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Any,"9,00,000"
Spring ,Dell,Bangalore,15,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Any,
Spring ,Dell,Pune,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Any,
Spring ,Dell,Pune,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Any,
Spring ,Dell,Bangalore,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Any,"23,00,000"
Spring ,Dell,Bangalore,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Any,
Spring ,TCS,Chennai,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Graduate,"6,80,000"
Spring ,TCS,Pune,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Any,"6,50,000"
Spring ,TCS,Bangalore,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Graduate,
Spring ,TCS,Hyderabad,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Graduate,
Spring ,TCS,Chennai,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Graduate,
Spring ,Infosys,Coimatore,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Any,
Spring ,Tech Mahindra,Mumbai,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Graduate,
Spring ,Infosys,Coimatore,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Any,
Spring ,Accenture,Gurgaon,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Graduate,
Spring ,Maintec Technologies Pvt.Ltd ,Ahmedabad,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Graduate,"5,00,000"
Spring ,Maintec Technologies Pvt.Ltd ,Pune,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Graduate,
Spring ,Wells Fargo ,Bangalore,11,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Any,
Spring ,Wells Fargo ,Bangalore,7,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Any,
Spring ,Optum,Hyderabad,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Any,
Drupal,Accenture,Bangalore,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Graduate,
Drupal,Accenture,Mumbai,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Graduate,
Drupal,Accenture,Mumbai,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Drupal,Encora,Ahmedabad,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Any,
Drupal,Encora,Ahmedabad,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Any,
Drupal,Net Solutions,Chandigarh,7,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Graduate,
Drupal,IBM,Bangalore,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Drupal,IBM,Bangalore,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Drupal,IBM,Gurgaon,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Drupal,IBM,Bangalore,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Drupal,Net Solutions,Delhi,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Graduate,
Drupal,TCS,Kolkata,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Graduate,"7,00,000"
Drupal,TCS,Bangalore,4,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Drupal,Capgemini,Noida,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Graduate,
Laravel,Encora,Ahmedabad,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Any,
Laravel,Net Solutions,Chandigarh,7,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Graduate,
Laravel,Net Solutions,Amritsar,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Graduate,
Laravel,Net Solutions,Zirakpur,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Graduate,
Laravel,ValueLabs,Hyderabad,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Graduate,
Laravel,ValueLabs,Hyderabad,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Graduate,
Laravel,Mantra Labs,Gurgaon,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Graduate,
Laravel,Kotai Electronics Pvt. Ltd. ,Kolkata,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,"3,50,000"
Fast API,Bharati Airtel,Pune,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Graduate,
Fast API,Bharati Airtel,Pune,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Graduate,
Fast API,TCS,Chennai,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Graduate,
Fast API,Tech Mahindra,Gurgaon,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Any,
Fast API,Mastek,Bangalore,6,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Any,"20,00,000"
Symfony,Accenture,Hyderabad,4,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Symfony,IBM,Bangalore,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Graduate,
Svelte,CGI ,Bangalore,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Graduate,
Svelte,Mphasis,Bangalore,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Any,
Svelte,Mphasis,Bangalore,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Any,
Ruby on Rails,Tech Mahindra,Mumbai,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Any,
Gatsby,Intel,Bangalore,8,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Graduate,
Machine Learning,Accenture,Bangalore,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Machine Learning,IBM,Kolkata,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Machine Learning,Dell,Bangalore,3,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Any,
Machine Learning,Capgemini,Bangalore,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Any,
Machine Learning,Wipro,Pune,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Machine Learning,TCS,Kolkata,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Any,"15,00,000"
Machine Learning,Tech Mahindra,Hyderabad,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Machine Learning,Infosys,Bangalore,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Any,
Deep Learning,Intel,Bangalore,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Deep Learning,TCS,Delhi,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Deep Learning,TCS,Kolkata,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Deep Learning,TCS,Bangalore,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Graduate,
Deep Learning,IBM,Bangalore,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Deep Learning,Wipro,Mumbai,11,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Graduate,
Cybersecurity,Accenture,Bangalore,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Any,
Cybersecurity,Accenture,Bangalore,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Graduate,
Cybersecurity,IBM,Ahmedabad,2,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Graduate,
Cybersecurity,IBM,Bangalore,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Graduate,
Cybersecurity,Capgemini,Kolkata,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Graduate,
Cybersecurity,Capgemini,Pune,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Graduate,
Blockchain development,IBM,Bangalore,4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Any,
Blockchain development,IBM,Bangalore,12,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Graduate,
Blockchain development,Capgemini,Gurgaon,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Graduate,
Blockchain development,Infosys,Bangalore,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Any,
